三五四厂站	104.185531	30.655236
友谊东路江华路口	104.186378	30.656958
成大二期A区	104.191169	30.656969
友谊东路灵德南路口	104.199439	30.656995
大梁村公交站	104.201446	30.651376
温江公交枢纽站	103.884919	30.704045
和平街站	103.883108	30.698433
龙凤站	103.879280	30.698944
昌平街站	103.875187	30.699198
昌平街中站	103.871979	30.699617
惠民社区站	103.870435	30.704977
天乡路一段惠民路口站	103.867843	30.708537
川农大西门站	103.859638	30.707874
科锦路站	103.857244	30.707611
团结渠东二路站	103.852976	30.707791
长安桥站	103.846363	30.700464
文化路站	103.843417	30.697650
柳城大道东段站	103.842667	30.694408
航天路口站	103.838577	30.694405
体育馆站	103.832726	30.692487
杨柳河站	103.829449	30.690891
柳台大道和平路口站	103.826234	30.689469
学府路中站	103.815330	30.681606
学府路站	103.817448	30.677869
地铁万盛站	103.817637	30.674846
海科路西段站	103.809662	30.671202
海科路口站	103.804784	30.668983
科林路站	103.806389	30.663269
科兴路西段蓉台大道口站	103.807300	30.660178
青泰寺站	103.801923	30.658737
科兴路西段双新路口站	103.798720	30.657882
六斗渠站	103.798260	30.652293
双新路口站	103.799319	30.648316
金马湖大桥西站	103.785265	30.639579
石磊村一组站	103.786682	30.636621
石磊集市站	103.787986	30.633928
尚石路永江路口站	103.789406	30.630941
石磊站	103.791200	30.627197
杉板桥路东	104.135189	30.671671
枫林南路口	104.132475	30.670394
建设南路东站	104.126650	30.671362
圣灯路南站	104.124167	30.671536
圣灯路站	104.122451	30.676079
圣灯路北站	104.121585	30.678202
双建路中站	104.114088	30.680819
双建路站	104.111940	30.683793
二环府青立交站	104.103893	30.683821
一环三友路口	104.087976	30.680248
一环路北三段站	104.077094	30.684633
一环五丁路口	104.068325	30.685959
九里堤南路站	104.057701	30.687670
地铁沙湾站(E口)	104.051153	30.689518
金房苑南路站	104.040125	30.692680
花照壁下横街南	104.036358	30.695809
一品天下大街北站	104.028793	30.695204
安蓉路站	104.025330	30.696558
成都第二十中学站	104.022996	30.697160
蜀光路东站	104.020604	30.695477
蜀光路站	104.016246	30.692453
羊犀立交北站	104.008666	30.701856
金牛立交南站	104.018306	30.706081
天府软件园公交站	104.072062	30.542804
天府软件园东侧	104.071953	30.547574
天华路站	104.071845	30.550890
新会展中心南侧站	104.074009	30.551384
世纪城路江滩公园站	104.079145	30.553070
新会展中心东侧站	104.080207	30.556711
新会展北侧世纪城路口站	104.077644	30.560466
新会展中心北侧站	104.073178	30.560507
锦城公园站	104.059546	30.572655
益州大道锦城大道口站	104.060006	30.576698
南苑站	104.060066	30.579309
益州大道交子大道口站	104.060142	30.583071
益州大道府城大道口站	104.060263	30.589426
玉林南路站	104.057670	30.621638
芳草东街口站	104.058120	30.625487
玉林中路	104.058484	30.628499
玉林北路	104.058514	30.632122
红牌楼站	104.032702	30.636388
广福桥街口站	104.036283	30.636576
高升桥东路站	104.040204	30.632016
肖家河站	104.041259	30.633670
高升桥东路北站	104.043735	30.637465
一环玉林北路口	104.057070	30.633180
一环成科北路口	104.070165	30.633511
水碾河路站	104.101711	30.647228
双桥子站	104.104759	30.645786
二环建设南路口站	104.112799	30.665204
建设南路西	104.114188	30.667605
建设南路站	104.118201	30.668787
建设南支路站	104.120857	30.666357
杉板桥路中站	104.124304	30.666104
地铁东郊记忆站	104.128051	30.667899
杉板桥公园	104.130977	30.669375
杉板桥路东站	104.135252	30.671445
八里庄路民和路口	104.111788	30.691810
荆竹西路荆翠南二街口	104.098073	30.714436
荆竹西路中站	104.094412	30.714925
荆竹西路西站	104.091491	30.715321
地铁韦家碾站	104.087348	30.715868
韦家碾公交站	104.085125	30.718113
大丰公交站	104.051521	30.759016
新丰园	104.051475	30.760813
华美路口	104.053993	30.769635
教堂村	104.052144	30.776432
渭水村站	104.033419	30.802570
普文社区站	104.030109	30.809592
龙桥站	104.026715	30.817279
龙桥中学站	104.025870	30.821508
黑熊基地	104.016970	30.833681
白鹤街口	104.014110	30.870525
新繁镇政府	104.007598	30.878538
新繁客运站	104.001558	30.889010
武侯祠(锦里)站	104.048655	30.644240
广福桥北街站	104.034714	30.639336
广福桥北街燃灯寺路口	104.033820	30.643326
双楠路西	104.025572	30.643791
地铁武侯立交站	103.991791	30.626333
武兴二路南站	103.989716	30.626324
武科东二路站	103.989010	30.630221
武兴一路站	103.992670	30.632445
武兴一路北站	103.990909	30.635205
武科东四路站	103.988422	30.635443
武兴二路北站	103.986534	30.635447
地铁机投桥站(E口)	103.978122	30.645787
机九路口站	103.977812	30.651120
花龙大道口站	103.977432	30.657322
地铁培风站	103.977209	30.660473
培风路口站	103.976788	30.664588
光华大道培风路口站	103.974677	30.669097
万家湾站	103.968686	30.668970
光华南三路站	103.962953	30.667656
武侯政务中心	103.976048	30.632809
武科西四路站	103.977982	30.630608
武科东四路西站	103.983131	30.632933
武兴二路站	103.988669	30.629114
顺江村站	103.991333	30.625863
